"Time EST","Relative Humidity (%)"
"2017-12-01 00:02","77"
"2017-12-01 00:12","76"
"2017-12-01 00:22","76"
"2017-12-01 00:32","77"
"2017-12-01 00:42","77"
"2017-12-01 00:52","77"
"2017-12-01 01:02","77"
"2017-12-01 01:12","76"
"2017-12-01 01:22","76"
"2017-12-01 01:32","76"
"2017-12-01 01:42","75"
"2017-12-01 01:52","75"
"2017-12-01 02:02","74"
"2017-12-01 02:12","74"
"2017-12-01 02:22","74"
"2017-12-01 02:32","73"
"2017-12-01 02:42","73"
"2017-12-01 02:52","73"
"2017-12-01 03:02","73"
"2017-12-01 03:12","73"
"2017-12-01 03:32","73"
"2017-12-01 03:52","74"
"2017-12-01 04:12","74"
"2017-12-01 04:32","74"
"2017-12-01 04:52","75"
"2017-12-01 05:12","75"
"2017-12-01 05:32","74"
"2017-12-01 05:52","74"
"2017-12-01 06:12","74"
"2017-12-01 06:32","74"
"2017-12-01 06:52","74"
"2017-12-01 07:12","74"
"2017-12-01 07:32","74"
"2017-12-01 07:52","75"
"2017-12-01 08:12","75"
"2017-12-01 08:32","75"
"2017-12-01 08:52","75"
"2017-12-01 09:12","75"
"2017-12-01 09:32","73"
"2017-12-01 09:52","72"
"2017-12-01 10:12","72"
"2017-12-01 10:32","71"
"2017-12-01 10:52","69"
"2017-12-01 11:12","67"
"2017-12-01 11:32","65"
"2017-12-01 11:52","63"
"2017-12-01 12:12","62"
"2017-12-01 12:32","62"
"2017-12-01 12:52","63"
"2017-12-01 13:12","61"
"2017-12-01 13:32","60"
"2017-12-01 13:42","59"
"2017-12-01 13:52","60"
"2017-12-01 14:02","59"
"2017-12-01 14:12","58"
"2017-12-01 14:22","59"
"2017-12-01 14:32","58"
"2017-12-01 14:42","58"
"2017-12-01 14:52","60"
"2017-12-01 15:02","61"
"2017-12-01 15:12","61"
"2017-12-01 15:22","61"
"2017-12-01 15:32","60"
"2017-12-01 15:42","60"
"2017-12-01 15:52","62"
"2017-12-01 16:02","62"
"2017-12-01 16:12","63"
"2017-12-01 16:22","64"
"2017-12-01 16:32","65"
"2017-12-01 16:42","65"
"2017-12-01 16:52","66"
"2017-12-01 17:02","66"
"2017-12-01 17:12","66"
"2017-12-01 17:22","66"
"2017-12-01 17:32","65"
"2017-12-01 17:42","65"
"2017-12-01 17:52","66"
"2017-12-01 18:02","67"
"2017-12-01 18:12","68"
"2017-12-01 18:22","68"
"2017-12-01 18:32","68"
"2017-12-01 18:42","68"
"2017-12-01 18:52","68"
"2017-12-01 19:02","68"
"2017-12-01 19:12","68"
"2017-12-01 19:22","69"
"2017-12-01 19:32","69"
"2017-12-01 19:42","69"
"2017-12-01 19:52","70"
"2017-12-01 20:02","70"
"2017-12-01 20:12","71"
"2017-12-01 20:22","71"
"2017-12-01 20:32","71"
"2017-12-01 20:42","71"
"2017-12-01 20:52","71"
"2017-12-01 21:02","71"
"2017-12-01 21:12","72"
"2017-12-01 21:22","72"
"2017-12-01 21:32","72"
"2017-12-01 21:42","72"
"2017-12-01 21:52","72"
"2017-12-01 22:02","72"
"2017-12-01 22:12","72"
"2017-12-01 22:22","73"
"2017-12-01 22:32","73"
"2017-12-01 22:42","73"
"2017-12-01 22:52","73"
"2017-12-01 23:02","73"
"2017-12-01 23:12","73"
"2017-12-01 23:22","73"
"2017-12-01 23:32","73"
"2017-12-01 23:42","73"
"2017-12-01 23:52","73"
"2017-12-02 00:02","73"
"2017-12-02 00:12","74"
"2017-12-02 00:22","73"
"2017-12-02 00:32","74"
"2017-12-02 00:42","74"
"2017-12-02 00:52","74"
"2017-12-02 01:02","74"
"2017-12-02 01:12","74"
"2017-12-02 01:22","74"
"2017-12-02 01:32","74"
"2017-12-02 01:42","74"
"2017-12-02 01:52","74"
"2017-12-02 02:02","74"
"2017-12-02 02:12","74"
"2017-12-02 02:22","75"
"2017-12-02 02:32","75"
"2017-12-02 02:42","75"
"2017-12-02 02:52","75"
