"Time EST","Precipitation Yes/No"
"2017-12-01 00:04","No"
"2017-12-01 00:14","No"
"2017-12-01 00:24","No"
"2017-12-01 00:34","No"
"2017-12-01 00:44","No"
"2017-12-01 00:54","No"
"2017-12-01 01:04","No"
"2017-12-01 01:14","No"
"2017-12-01 01:24","No"
"2017-12-01 01:34","No"
"2017-12-01 01:44","No"
"2017-12-01 01:54","No"
"2017-12-01 02:04","No"
"2017-12-01 02:14","No"
"2017-12-01 02:24","No"
"2017-12-01 02:34","No"
"2017-12-01 02:44","No"
"2017-12-01 02:54","No"
"2017-12-01 03:04","No"
"2017-12-01 03:14","No"
"2017-12-01 03:34","No"
"2017-12-01 03:54","No"
"2017-12-01 04:14","No"
"2017-12-01 04:34","No"
"2017-12-01 04:54","No"
"2017-12-01 05:14","No"
"2017-12-01 05:34","No"
"2017-12-01 05:54","No"
"2017-12-01 06:14","No"
"2017-12-01 06:34","No"
"2017-12-01 06:54","No"
"2017-12-01 07:14","No"
"2017-12-01 07:34","No"
"2017-12-01 07:54","No"
"2017-12-01 08:14","No"
"2017-12-01 08:34","No"
"2017-12-01 08:54","No"
"2017-12-01 09:14","No"
"2017-12-01 09:34","No"
"2017-12-01 09:54","No"
"2017-12-01 10:14","No"
"2017-12-01 10:34","No"
"2017-12-01 10:54","No"
"2017-12-01 11:14","No"
"2017-12-01 11:34","No"
"2017-12-01 11:54","No"
"2017-12-01 12:14","No"
"2017-12-01 12:34","No"
"2017-12-01 12:54","No"
"2017-12-01 13:14","No"
"2017-12-01 13:34","No"
"2017-12-01 13:44","No"
"2017-12-01 13:54","No"
"2017-12-01 14:04","No"
"2017-12-01 14:14","No"
"2017-12-01 14:24","No"
"2017-12-01 14:34","No"
"2017-12-01 14:44","No"
"2017-12-01 14:54","No"
"2017-12-01 15:04","No"
"2017-12-01 15:14","No"
"2017-12-01 15:24","No"
"2017-12-01 15:34","No"
"2017-12-01 15:44","No"
"2017-12-01 15:54","No"
"2017-12-01 16:04","No"
"2017-12-01 16:14","No"
"2017-12-01 16:24","No"
