"Time EST","Precipitation Yes/No"
"2018-02-02 19:16","No"
"2018-02-02 19:26","No"
"2018-02-02 19:36","No"
"2018-02-02 19:46","No"
"2018-02-02 19:56","No"
"2018-02-02 20:06","No"
"2018-02-02 20:16","No"
"2018-02-02 20:26","No"
"2018-02-02 20:36","No"
"2018-02-02 20:46","No"
"2018-02-02 20:56","No"
"2018-02-02 21:06","No"
"2018-02-02 21:16","No"
"2018-02-02 21:26","No"
"2018-02-02 21:36","No"
"2018-02-02 21:46","Yes"
"2018-02-02 21:56","No"
"2018-02-02 22:06","No"
"2018-02-02 22:16","No"
"2018-02-02 22:26","No"
"2018-02-02 22:36","No"
"2018-02-02 22:46","No"
"2018-02-02 22:56","No"
"2018-02-02 23:06","No"
"2018-02-02 23:16","No"
"2018-02-02 23:26","Yes"
"2018-02-02 23:36","Yes"
"2018-02-02 23:46","Yes"
"2018-02-02 23:56","Yes"
"2018-02-03 00:06","Yes"
"2018-02-03 00:16","Yes"
"2018-02-03 00:26","Yes"
"2018-02-03 00:36","Yes"
"2018-02-03 00:46","Yes"
"2018-02-03 00:56","Yes"
"2018-02-03 01:06","Yes"
"2018-02-03 01:16","Yes"
"2018-02-03 01:26","Yes"
"2018-02-03 01:36","Yes"
"2018-02-03 01:46","Yes"
"2018-02-03 01:56","Yes"
"2018-02-03 02:06","Yes"
"2018-02-03 02:16","Yes"
"2018-02-03 02:26","Yes"
"2018-02-03 02:36","Yes"
"2018-02-03 02:46","Yes"
"2018-02-03 02:56","Yes"
"2018-02-03 03:06","Yes"
"2018-02-03 03:16","Yes"
"2018-02-03 03:26","Yes"
"2018-02-03 03:36","Yes"
"2018-02-03 03:46","Yes"
"2018-02-03 03:56","Yes"
"2018-02-03 04:06","Yes"
"2018-02-03 04:16","Yes"
"2018-02-03 04:26","Yes"
"2018-02-03 04:36","Yes"
"2018-02-03 04:46","Yes"
"2018-02-03 04:56","Yes"
"2018-02-03 05:06","Yes"
"2018-02-03 05:16","Yes"
"2018-02-03 05:26","Yes"
"2018-02-03 05:36","Yes"
"2018-02-03 05:46","Yes"
"2018-02-03 05:56","Yes"
"2018-02-03 06:06","Yes"
"2018-02-03 06:16","No"
"2018-02-03 06:26","Yes"
"2018-02-03 06:36","Yes"
"2018-02-03 06:46","Yes"
"2018-02-03 06:56","Yes"
"2018-02-03 07:06","Yes"
"2018-02-03 07:16","Yes"
"2018-02-03 07:26","Yes"
"2018-02-03 07:36","Yes"
"2018-02-03 07:46","Yes"
"2018-02-03 07:56","Yes"
"2018-02-03 08:06","Yes"
"2018-02-03 08:16","Yes"
"2018-02-03 08:26","Yes"
"2018-02-03 08:36","Yes"
"2018-02-03 08:46","Yes"
"2018-02-03 08:56","Yes"
"2018-02-03 09:06","Yes"
"2018-02-03 09:16","Yes"
"2018-02-03 09:26","Yes"
"2018-02-03 09:36","Yes"
"2018-02-03 09:46","Yes"
"2018-02-03 09:56","Yes"
"2018-02-03 10:06","Yes"
"2018-02-03 10:16","Yes"
"2018-02-03 10:26","No"
"2018-02-03 10:36","No"
"2018-02-03 10:46","Yes"
"2018-02-03 10:56","No"
"2018-02-03 11:06","No"
"2018-02-03 11:16","No"
"2018-02-03 11:26","No"
"2018-02-03 11:36","No"
"2018-02-03 11:46","No"
"2018-02-03 11:56","Yes"
"2018-02-03 12:06","No"
"2018-02-03 12:16","No"
"2018-02-03 12:26","Yes"
"2018-02-03 12:36","No"
"2018-02-03 12:46","No"
"2018-02-03 12:56","No"
"2018-02-03 13:06","Yes"
"2018-02-03 13:16","No"
"2018-02-03 13:26","Yes"
"2018-02-03 13:36","Yes"
"2018-02-03 13:46","No"
"2018-02-03 13:56","Yes"
"2018-02-03 14:06","No"
"2018-02-03 14:16","No"
"2018-02-03 14:26","No"
"2018-02-03 14:36","No"
"2018-02-03 14:46","No"
"2018-02-03 14:56","No"
"2018-02-03 15:06","No"
"2018-02-03 15:16","No"
"2018-02-03 15:26","No"
"2018-02-03 15:36","Yes"
"2018-02-03 15:46","No"
"2018-02-03 15:56","Yes"
"2018-02-03 16:06","No"
"2018-02-03 16:16","No"
"2018-02-03 16:26","No"
"2018-02-03 16:36","No"
"2018-02-03 16:46","No"
"2018-02-03 16:56","No"
"2018-02-03 17:06","Yes"
"2018-02-03 17:16","Yes"
"2018-02-03 17:26","Yes"
"2018-02-03 17:36","Yes"
"2018-02-03 17:46","Yes"
"2018-02-03 17:56","Yes"
"2018-02-03 18:06","Yes"
"2018-02-03 18:16","Yes"
"2018-02-03 18:26","Yes"
"2018-02-03 18:36","Yes"
"2018-02-03 18:46","Yes"
"2018-02-03 18:56","Yes"
"2018-02-03 19:06","Yes"
"2018-02-03 19:16","Yes"
"2018-02-03 19:26","Yes"
"2018-02-03 19:36","Yes"
"2018-02-03 19:46","Yes"
"2018-02-03 19:56","Yes"
"2018-02-03 20:06","Yes"
"2018-02-03 20:16","Yes"
"2018-02-03 20:26","Yes"
"2018-02-03 20:36","Yes"
"2018-02-03 20:46","Yes"
"2018-02-03 20:56","Yes"
"2018-02-03 21:06","Yes"
"2018-02-03 21:16","Yes"
"2018-02-03 21:26","Yes"
"2018-02-03 21:36","Yes"
"2018-02-03 21:46","Yes"
"2018-02-03 21:56","Yes"
"2018-02-03 22:06","Yes"
"2018-02-03 22:16","Yes"
"2018-02-03 22:26","Yes"
"2018-02-03 22:36","Yes"
"2018-02-03 22:46","Yes"
"2018-02-03 22:56","Yes"
"2018-02-03 23:06","Yes"
"2018-02-03 23:16","Yes"
"2018-02-03 23:26","Yes"
"2018-02-03 23:36","Yes"
"2018-02-03 23:46","Yes"
"2018-02-03 23:56","Yes"
"2018-02-04 00:06","Yes"
"2018-02-04 00:16","Yes"
"2018-02-04 00:26","Yes"
"2018-02-04 00:36","Yes"
"2018-02-04 00:46","Yes"
"2018-02-04 00:56","Yes"
"2018-02-04 01:06","Yes"
"2018-02-04 01:16","Yes"
"2018-02-04 01:26","Yes"
"2018-02-04 01:36","Yes"
"2018-02-04 01:46","Yes"
"2018-02-04 01:56","Yes"
"2018-02-04 02:06","Yes"
"2018-02-04 02:16","Yes"
"2018-02-04 02:26","No"
"2018-02-04 02:36","No"
"2018-02-04 02:46","No"
"2018-02-04 02:56","No"
"2018-02-04 03:06","No"
"2018-02-04 03:16","No"
"2018-02-04 03:26","No"
"2018-02-04 03:36","Yes"
"2018-02-04 03:46","No"
"2018-02-04 03:56","Yes"
"2018-02-04 04:06","Yes"
"2018-02-04 04:16","Yes"
"2018-02-04 04:26","Yes"
"2018-02-04 04:36","Yes"
"2018-02-04 04:46","Yes"
"2018-02-04 04:56","Yes"
"2018-02-04 05:06","Yes"
"2018-02-04 05:16","Yes"
"2018-02-04 05:26","Yes"
"2018-02-04 05:36","Yes"
"2018-02-04 05:46","Yes"
"2018-02-04 05:56","Yes"
"2018-02-04 06:06","Yes"
"2018-02-04 06:16","Yes"
"2018-02-04 06:26","Yes"
"2018-02-04 06:36","Yes"
"2018-02-04 06:46","Yes"
"2018-02-04 06:56","Yes"
"2018-02-04 07:06","Yes"
"2018-02-04 07:16","Yes"
"2018-02-04 07:26","Yes"
"2018-02-04 07:36","Yes"
"2018-02-04 07:46","Yes"
"2018-02-04 07:56","Yes"
"2018-02-04 08:06","Yes"
"2018-02-04 08:16","Yes"
"2018-02-04 08:26","Yes"
"2018-02-04 08:36","Yes"
"2018-02-04 08:46","Yes"
"2018-02-04 08:56","Yes"
"2018-02-04 09:06","Yes"
"2018-02-04 09:16","Yes"
"2018-02-04 09:26","Yes"
"2018-02-04 09:36","Yes"
"2018-02-04 09:46","Yes"
"2018-02-04 09:56","Yes"
"2018-02-04 10:06","Yes"
"2018-02-04 10:16","Yes"
"2018-02-04 10:26","Yes"
"2018-02-04 10:36","Yes"
"2018-02-04 10:46","Yes"
"2018-02-04 10:56","Yes"
"2018-02-04 11:06","Yes"
"2018-02-04 11:16","Yes"
"2018-02-04 11:26","Yes"
"2018-02-04 11:36","Yes"
"2018-02-04 11:46","Yes"
"2018-02-04 11:56","Yes"
"2018-02-04 12:06","Yes"
"2018-02-04 12:16","Yes"
"2018-02-04 12:26","Yes"
"2018-02-04 12:36","Yes"
"2018-02-04 12:46","Yes"
"2018-02-04 12:56","Yes"
"2018-02-04 13:06","Yes"
"2018-02-04 13:16","Yes"
"2018-02-04 13:26","Yes"
"2018-02-04 13:36","Yes"
"2018-02-04 13:46","Yes"
"2018-02-04 13:56","Yes"
"2018-02-04 14:06","Yes"
"2018-02-04 14:16","Yes"
"2018-02-04 14:26","Yes"
"2018-02-04 14:36","Yes"
"2018-02-04 14:46","Yes"
"2018-02-04 14:56","Yes"
"2018-02-04 15:06","Yes"
"2018-02-04 15:16","Yes"
"2018-02-04 15:26","Yes"
"2018-02-04 15:36","Yes"
"2018-02-04 15:46","Yes"
"2018-02-04 15:56","Yes"
"2018-02-04 16:06","Yes"
"2018-02-04 16:16","Yes"
"2018-02-04 16:26","Yes"
"2018-02-04 16:36","Yes"
"2018-02-04 16:46","Yes"
"2018-02-04 16:56","Yes"
"2018-02-04 17:06","Yes"
"2018-02-04 17:16","Yes"
"2018-02-04 17:26","Yes"
"2018-02-04 17:36","Yes"
"2018-02-04 17:46","Yes"
"2018-02-04 17:56","Yes"
"2018-02-04 18:06","Yes"
"2018-02-04 18:16","Yes"
"2018-02-04 18:26","Yes"
"2018-02-04 18:36","Yes"
"2018-02-04 18:46","Yes"
"2018-02-04 18:56","Yes"
"2018-02-04 19:06","Yes"
"2018-02-04 19:16","Yes"
"2018-02-04 19:26","Yes"
"2018-02-04 19:36","Yes"
"2018-02-04 19:46","Yes"
"2018-02-04 19:56","Yes"
"2018-02-04 20:06","Yes"
"2018-02-04 20:16","Yes"
"2018-02-04 20:26","Yes"
"2018-02-04 20:36","Yes"
"2018-02-04 20:46","Yes"
"2018-02-04 20:56","Yes"
"2018-02-04 21:06","Yes"
"2018-02-04 21:16","Yes"
"2018-02-04 21:26","Yes"
"2018-02-04 21:36","Yes"
"2018-02-04 21:46","Yes"
"2018-02-04 21:56","Yes"
"2018-02-04 22:06","Yes"
"2018-02-04 22:16","Yes"
"2018-02-04 22:26","Yes"
"2018-02-04 22:36","Yes"
"2018-02-04 22:46","Yes"
"2018-02-04 22:56","Yes"
"2018-02-04 23:06","Yes"
"2018-02-04 23:16","Yes"
"2018-02-04 23:26","Yes"
"2018-02-04 23:36","Yes"
"2018-02-04 23:46","Yes"
"2018-02-04 23:56","Yes"
"2018-02-05 00:06","Yes"
"2018-02-05 00:16","Yes"
"2018-02-05 00:26","Yes"
"2018-02-05 00:36","Yes"
"2018-02-05 00:46","Yes"
"2018-02-05 00:56","Yes"
"2018-02-05 01:06","Yes"
"2018-02-05 01:16","Yes"
"2018-02-05 01:26","Yes"
"2018-02-05 01:36","Yes"
"2018-02-05 01:46","No"
"2018-02-05 01:56","Yes"
"2018-02-05 02:06","Yes"
"2018-02-05 02:16","Yes"
"2018-02-05 02:26","No"
"2018-02-05 02:36","Yes"
"2018-02-05 02:46","Yes"
"2018-02-05 02:56","Yes"
"2018-02-05 03:06","No"
"2018-02-05 03:16","No"
"2018-02-05 03:26","No"
"2018-02-05 03:36","No"
"2018-02-05 03:46","No"
"2018-02-05 03:56","No"
"2018-02-05 04:06","No"
"2018-02-05 04:16","No"
"2018-02-05 04:26","No"
"2018-02-05 04:36","No"
"2018-02-05 04:46","No"
"2018-02-05 04:56","No"
"2018-02-05 05:06","No"
"2018-02-05 05:16","No"
"2018-02-05 05:26","No"
"2018-02-05 05:36","No"
"2018-02-05 05:46","No"
"2018-02-05 05:56","No"
"2018-02-05 06:06","No"
"2018-02-05 06:16","No"
"2018-02-05 06:26","No"
"2018-02-05 06:36","No"
"2018-02-05 06:46","No"
"2018-02-05 06:56","No"
"2018-02-05 07:06","No"
"2018-02-05 07:16","No"
"2018-02-05 07:26","No"
"2018-02-05 07:36","No"
"2018-02-05 07:46","No"
"2018-02-05 07:56","No"
"2018-02-05 08:06","No"
"2018-02-05 08:16","No"
"2018-02-05 08:26","No"
"2018-02-05 08:36","No"
"2018-02-05 08:46","No"
"2018-02-05 08:56","No"
"2018-02-05 09:06","No"
"2018-02-05 09:16","No"
"2018-02-05 09:26","No"
"2018-02-05 09:36","No"
"2018-02-05 09:46","No"
"2018-02-05 09:56","No"
"2018-02-05 10:06","No"
"2018-02-05 10:16","No"
"2018-02-05 10:26","Yes"
"2018-02-05 10:36","No"
"2018-02-05 10:46","No"
"2018-02-05 10:56","No"
"2018-02-05 11:06","No"
"2018-02-05 11:16","No"
"2018-02-05 11:26","No"
"2018-02-05 11:36","No"
"2018-02-05 11:46","No"
"2018-02-05 11:56","No"
"2018-02-05 12:06","No"
"2018-02-05 12:16","No"
"2018-02-05 12:26","No"
"2018-02-05 12:36","No"
"2018-02-05 12:46","No"
"2018-02-05 12:56","No"
"2018-02-05 13:06","No"
"2018-02-05 13:16","No"
"2018-02-05 13:26","No"
"2018-02-05 13:36","No"
"2018-02-05 13:46","No"
"2018-02-05 13:56","No"
"2018-02-05 14:06","No"
"2018-02-05 14:16","No"
"2018-02-05 14:26","No"
"2018-02-05 14:36","No"
"2018-02-05 14:46","No"
"2018-02-05 14:56","No"
"2018-02-05 15:06","Yes"
"2018-02-05 15:16","No"
"2018-02-05 15:26","No"
"2018-02-05 15:36","Yes"
"2018-02-05 15:46","Yes"
"2018-02-05 15:56","No"
"2018-02-05 16:06","Yes"
"2018-02-05 16:16","Yes"
"2018-02-05 16:26","Yes"
"2018-02-05 16:36","Yes"
"2018-02-05 16:46","Yes"
"2018-02-05 16:56","No"
"2018-02-05 17:06","No"
"2018-02-05 17:16","No"
"2018-02-05 17:26","No"
"2018-02-05 17:36","No"
"2018-02-05 17:46","No"
"2018-02-05 17:56","No"
"2018-02-05 18:06","No"
"2018-02-05 18:16","No"
"2018-02-05 18:26","No"
"2018-02-05 18:36","No"
"2018-02-05 18:46","No"
"2018-02-05 18:56","No"
"2018-02-05 19:06","No"
"2018-02-05 19:16","No"
"2018-02-05 19:26","No"
"2018-02-05 19:36","No"
"2018-02-05 19:46","No"
"2018-02-05 19:56","No"
"2018-02-05 20:06","No"
"2018-02-05 20:16","No"
"2018-02-05 20:26","No"
"2018-02-05 20:36","No"
"2018-02-05 20:46","No"
"2018-02-05 20:56","No"
"2018-02-05 21:06","No"
"2018-02-05 21:16","No"
"2018-02-05 21:26","No"
"2018-02-05 21:36","No"
"2018-02-05 21:46","No"
"2018-02-05 21:56","No"
"2018-02-05 22:06","No"
"2018-02-05 22:16","No"
"2018-02-05 22:26","No"
"2018-02-05 22:36","No"
"2018-02-05 22:46","No"
"2018-02-05 22:56","No"
"2018-02-05 23:06","No"
"2018-02-05 23:16","No"
"2018-02-05 23:26","No"
"2018-02-05 23:36","No"
"2018-02-05 23:46","No"
"2018-02-05 23:56","No"
"2018-02-06 00:06","No"
"2018-02-06 00:16","No"
"2018-02-06 00:26","No"
"2018-02-06 00:36","No"
"2018-02-06 00:46","No"
"2018-02-06 00:56","No"
"2018-02-06 01:06","No"
"2018-02-06 01:16","No"
"2018-02-06 01:26","No"
"2018-02-06 01:36","No"
"2018-02-06 01:46","No"
"2018-02-06 01:56","No"
"2018-02-06 02:06","No"
"2018-02-06 02:16","No"
"2018-02-06 02:26","No"
"2018-02-06 02:36","No"
"2018-02-06 02:46","No"
"2018-02-06 02:56","No"
"2018-02-06 03:06","No"
"2018-02-06 03:16","No"
"2018-02-06 03:26","No"
"2018-02-06 03:36","No"
"2018-02-06 03:46","No"
"2018-02-06 03:56","No"
"2018-02-06 04:06","No"
"2018-02-06 04:16","Yes"
"2018-02-06 04:26","Yes"
"2018-02-06 04:36","No"
"2018-02-06 04:46","No"
"2018-02-06 04:56","Yes"
"2018-02-06 05:06","Yes"
"2018-02-06 05:16","Yes"
"2018-02-06 05:26","Yes"
"2018-02-06 05:36","Yes"
"2018-02-06 05:46","Yes"
"2018-02-06 05:56","Yes"
"2018-02-06 06:06","Yes"
"2018-02-06 06:16","Yes"
"2018-02-06 06:26","Yes"
"2018-02-06 06:36","Yes"
"2018-02-06 06:46","Yes"
"2018-02-06 06:56","Yes"
"2018-02-06 07:06","Yes"
"2018-02-06 07:16","Yes"
"2018-02-06 07:26","No"
"2018-02-06 07:36","Yes"
"2018-02-06 07:46","Yes"
"2018-02-06 07:56","Yes"
"2018-02-06 08:06","Yes"
"2018-02-06 08:16","Yes"
"2018-02-06 08:26","Yes"
"2018-02-06 08:36","Yes"
"2018-02-06 08:46","Yes"
"2018-02-06 08:56","No"
"2018-02-06 09:06","No"
"2018-02-06 09:16","No"
"2018-02-06 09:26","No"
"2018-02-06 09:36","No"
"2018-02-06 09:46","No"
"2018-02-06 09:56","Yes"
"2018-02-06 10:06","Yes"
"2018-02-06 10:16","No"
"2018-02-06 10:26","No"
"2018-02-06 10:36","Yes"
"2018-02-06 10:46","Yes"
"2018-02-06 10:56","Yes"
"2018-02-06 11:06","Yes"
"2018-02-06 11:16","No"
"2018-02-06 11:26","No"
"2018-02-06 11:36","No"
"2018-02-06 11:46","No"
"2018-02-06 11:56","No"
"2018-02-06 12:06","No"
"2018-02-06 12:16","Yes"
"2018-02-06 12:26","No"
"2018-02-06 12:36","No"
"2018-02-06 12:46","Yes"
"2018-02-06 12:56","Yes"
"2018-02-06 13:06","No"
"2018-02-06 13:16","No"
"2018-02-06 13:26","No"
"2018-02-06 13:36","No"
"2018-02-06 13:46","Yes"
"2018-02-06 13:56","No"
"2018-02-06 14:06","No"
"2018-02-06 14:16","No"
"2018-02-06 14:26","No"
"2018-02-06 14:36","No"
"2018-02-06 14:46","No"
"2018-02-06 14:56","Yes"
"2018-02-06 15:06","Yes"
"2018-02-06 15:16","Yes"
"2018-02-06 15:26","No"
"2018-02-06 15:36","No"
"2018-02-06 15:46","No"
"2018-02-06 15:56","No"
"2018-02-06 16:06","No"
"2018-02-06 16:16","No"
"2018-02-06 16:26","Yes"
"2018-02-06 16:36","No"
"2018-02-06 16:46","No"
"2018-02-06 16:56","Yes"
"2018-02-06 17:06","No"
"2018-02-06 17:16","No"
"2018-02-06 17:26","Yes"
"2018-02-06 17:36","Yes"
"2018-02-06 17:46","Yes"
"2018-02-06 17:56","Yes"
"2018-02-06 18:06","No"
"2018-02-06 18:16","Yes"
"2018-02-06 18:26","Yes"
"2018-02-06 18:36","Yes"
"2018-02-06 18:46","No"
"2018-02-06 18:56","No"
"2018-02-06 19:06","No"
"2018-02-06 19:16","No"
"2018-02-06 19:26","No"
"2018-02-06 19:36","No"
"2018-02-06 19:46","No"
"2018-02-06 19:56","No"
"2018-02-06 20:06","No"
"2018-02-06 20:16","No"
"2018-02-06 20:26","No"
"2018-02-06 20:36","No"
"2018-02-06 20:46","No"
"2018-02-06 20:56","No"
"2018-02-06 21:06","No"
"2018-02-06 21:16","No"
"2018-02-06 21:26","No"
"2018-02-06 21:36","No"
"2018-02-06 21:46","No"
"2018-02-06 21:56","No"
"2018-02-06 22:06","No"
"2018-02-06 22:16","No"
"2018-02-06 22:26","No"
"2018-02-06 22:36","No"
"2018-02-06 22:46","No"
"2018-02-06 22:56","No"
"2018-02-06 23:06","No"
"2018-02-06 23:16","No"
"2018-02-06 23:26","No"
"2018-02-06 23:36","No"
"2018-02-06 23:46","No"
"2018-02-06 23:56","No"
"2018-02-07 00:06","No"
"2018-02-07 00:16","No"
"2018-02-07 00:26","No"
"2018-02-07 00:36","No"
"2018-02-07 00:46","No"
"2018-02-07 00:56","No"
"2018-02-07 01:06","No"
"2018-02-07 01:16","No"
"2018-02-07 01:26","No"
"2018-02-07 01:36","No"
"2018-02-07 01:46","No"
"2018-02-07 01:56","No"
"2018-02-07 02:06","No"
"2018-02-07 02:16","No"
"2018-02-07 02:26","No"
"2018-02-07 02:36","No"
"2018-02-07 02:46","No"
"2018-02-07 02:56","No"
"2018-02-07 03:06","No"
"2018-02-07 03:16","No"
"2018-02-07 03:26","No"
"2018-02-07 03:36","No"
"2018-02-07 03:46","No"
"2018-02-07 03:56","No"
"2018-02-07 04:06","No"
"2018-02-07 04:16","No"
"2018-02-07 04:26","No"
"2018-02-07 04:36","No"
"2018-02-07 04:46","No"
"2018-02-07 04:56","Yes"
"2018-02-07 05:06","Yes"
"2018-02-07 05:16","No"
