"Time EST","Precipitation Yes/No"
"2017-12-01 00:08","No"
"2017-12-01 00:28","No"
"2017-12-01 00:48","No"
"2017-12-01 01:08","No"
"2017-12-01 01:28","No"
"2017-12-01 01:48","No"
"2017-12-01 02:08","No"
"2017-12-01 02:28","No"
"2017-12-01 02:48","No"
"2017-12-01 13:48","No"
"2017-12-01 14:08","No"
"2017-12-01 14:28","No"
"2017-12-01 14:48","No"
"2017-12-01 15:08","No"
"2017-12-01 15:28","No"
"2017-12-01 15:48","No"
"2017-12-01 16:08","No"
"2017-12-01 16:28","No"
"2017-12-01 16:48","No"
"2017-12-01 17:08","No"
"2017-12-01 17:28","No"
"2017-12-01 17:48","No"
"2017-12-01 18:08","No"
"2017-12-01 18:28","No"
"2017-12-01 18:48","No"
"2017-12-01 19:08","No"
"2017-12-01 19:28","No"
"2017-12-01 19:48","No"
"2017-12-01 20:08","No"
"2017-12-01 20:28","No"
"2017-12-01 20:48","No"
"2017-12-01 21:08","No"
"2017-12-01 21:28","No"
"2017-12-01 21:48","No"
"2017-12-01 22:08","No"
"2017-12-01 22:28","No"
"2017-12-01 22:48","No"
"2017-12-01 23:08","No"
"2017-12-01 23:28","No"
"2017-12-01 23:48","No"
"2017-12-02 00:08","No"
"2017-12-02 00:28","No"
"2017-12-02 00:48","No"
"2017-12-02 01:08","No"
"2017-12-02 01:28","No"
"2017-12-02 01:48","No"
"2017-12-02 02:08","No"
"2017-12-02 02:28","No"
"2017-12-02 02:48","No"
"2017-12-02 03:08","No"
"2017-12-02 03:28","No"
"2017-12-02 03:48","No"
"2017-12-02 04:08","No"
"2017-12-02 04:28","No"
"2017-12-02 04:48","No"
"2017-12-02 05:08","No"
"2017-12-02 05:28","No"
"2017-12-02 05:48","No"
"2017-12-02 06:08","No"
"2017-12-02 06:28","No"
"2017-12-02 06:48","No"
"2017-12-02 07:08","No"
"2017-12-02 07:28","No"
"2017-12-02 07:48","No"
"2017-12-02 08:08","No"
"2017-12-02 08:28","No"
"2017-12-02 08:48","No"
"2017-12-02 09:08","No"
"2017-12-02 09:28","No"
"2017-12-02 09:48","No"
"2017-12-02 10:08","No"
"2017-12-02 10:28","No"
"2017-12-02 10:48","No"
"2017-12-02 11:08","No"
"2017-12-02 11:28","No"
"2017-12-02 11:48","No"
"2017-12-02 12:08","No"
"2017-12-02 12:28","No"
"2017-12-02 12:48","No"
"2017-12-02 13:08","No"
"2017-12-02 13:28","No"
"2017-12-02 13:48","No"
"2017-12-02 14:08","No"
"2017-12-02 14:28","No"
"2017-12-02 14:48","No"
"2017-12-02 15:08","No"
"2017-12-02 15:28","No"
"2017-12-02 15:48","No"
"2017-12-02 16:08","No"
"2017-12-02 16:28","No"
"2017-12-02 16:48","No"
"2017-12-02 17:08","No"
"2017-12-02 17:28","No"
"2017-12-02 17:48","No"
"2017-12-02 18:08","No"
"2017-12-02 18:28","No"
"2017-12-02 18:48","No"
"2017-12-02 19:08","No"
"2017-12-02 19:28","No"
"2017-12-02 19:48","No"
"2017-12-02 20:08","No"
"2017-12-02 20:28","No"
"2017-12-02 20:48","No"
"2017-12-02 21:08","No"
"2017-12-02 21:28","No"
"2017-12-02 21:48","No"
"2017-12-02 22:08","Yes"
"2017-12-02 22:28","No"
"2017-12-02 22:48","No"
"2017-12-02 23:08","No"
"2017-12-02 23:28","No"
"2017-12-02 23:48","No"
"2017-12-03 00:08","No"
"2017-12-03 00:28","No"
"2017-12-03 00:48","No"
"2017-12-03 01:08","No"
"2017-12-03 01:28","No"
"2017-12-03 01:48","No"
"2017-12-03 02:08","No"
"2017-12-03 02:28","No"
"2017-12-03 02:48","No"
"2017-12-03 03:08","No"
"2017-12-03 03:28","No"
"2017-12-03 03:48","No"
"2017-12-03 04:08","No"
"2017-12-03 04:28","No"
"2017-12-03 04:48","Yes"
"2017-12-03 05:08","Yes"
"2017-12-03 05:28","No"
"2017-12-03 05:48","No"
"2017-12-03 06:08","No"
"2017-12-03 06:28","No"
"2017-12-03 06:48","No"
"2017-12-03 07:08","No"
"2017-12-03 07:28","No"
"2017-12-03 07:48","No"
"2017-12-03 08:08","No"
"2017-12-03 08:28","No"
"2017-12-03 08:48","No"
"2017-12-03 09:08","No"
"2017-12-03 09:28","No"
"2017-12-03 09:48","No"
"2017-12-03 10:08","No"
"2017-12-03 10:28","No"
"2017-12-03 10:48","No"
"2017-12-03 11:08","No"
"2017-12-03 11:28","No"
"2017-12-03 11:48","No"
"2017-12-03 12:08","No"
"2017-12-03 12:28","No"
"2017-12-03 12:48","No"
"2017-12-03 13:08","No"
"2017-12-03 13:28","No"
"2017-12-03 13:48","No"
"2017-12-03 14:08","No"
"2017-12-03 14:28","No"
"2017-12-03 14:48","No"
"2017-12-03 15:08","No"
"2017-12-03 15:28","No"
"2017-12-03 15:48","No"
"2017-12-03 16:08","No"
"2017-12-03 16:28","No"
"2017-12-03 16:48","No"
"2017-12-03 17:08","No"
"2017-12-03 17:28","No"
"2017-12-03 17:48","No"
"2017-12-03 18:08","No"
"2017-12-03 18:28","No"
"2017-12-03 18:48","No"
"2017-12-03 19:08","No"
"2017-12-03 19:28","No"
"2017-12-03 19:48","No"
"2017-12-03 20:08","No"
"2017-12-03 20:28","No"
"2017-12-03 20:48","No"
"2017-12-03 21:08","No"
"2017-12-03 21:28","No"
"2017-12-03 21:48","No"
"2017-12-03 22:08","No"
"2017-12-03 22:28","No"
"2017-12-03 22:48","No"
"2017-12-03 23:08","No"
"2017-12-03 23:28","No"
"2017-12-03 23:48","No"
"2017-12-04 00:08","No"
"2017-12-04 00:28","No"
"2017-12-04 00:48","No"
"2017-12-04 01:08","No"
"2017-12-04 01:28","No"
"2017-12-04 01:48","No"
"2017-12-04 02:08","No"
"2017-12-04 02:28","No"
"2017-12-04 02:48","No"
"2017-12-04 03:08","No"
"2017-12-04 03:28","No"
"2017-12-04 03:48","No"
"2017-12-04 04:08","Yes"
"2017-12-04 04:28","Yes"
"2017-12-04 04:48","Yes"
"2017-12-04 05:08","Yes"
"2017-12-04 05:28","Yes"
"2017-12-04 05:48","Yes"
"2017-12-04 06:08","Yes"
"2017-12-04 06:28","Yes"
"2017-12-04 06:48","Yes"
"2017-12-04 07:08","Yes"
"2017-12-04 07:28","Yes"
"2017-12-04 07:48","Yes"
"2017-12-04 08:08","Yes"
"2017-12-04 08:28","Yes"
"2017-12-04 08:48","Yes"
"2017-12-04 09:08","Yes"
"2017-12-04 09:28","Yes"
"2017-12-04 09:48","Yes"
"2017-12-04 10:08","Yes"
"2017-12-04 10:28","Yes"
"2017-12-04 10:48","Yes"
"2017-12-04 11:08","No"
"2017-12-04 11:28","No"
"2017-12-04 11:48","Yes"
"2017-12-04 12:08","No"
"2017-12-04 12:28","Yes"
"2017-12-04 12:48","Yes"
"2017-12-04 13:08","No"
"2017-12-04 13:28","No"
"2017-12-04 13:48","No"
"2017-12-04 14:08","No"
"2017-12-04 14:28","No"
"2017-12-04 14:48","No"
"2017-12-04 15:08","No"
"2017-12-04 15:28","No"
"2017-12-04 15:48","No"
"2017-12-04 16:08","No"
"2017-12-04 16:28","Yes"
"2017-12-04 16:48","Yes"
"2017-12-04 17:08","Yes"
"2017-12-04 17:28","No"
"2017-12-04 17:48","No"
"2017-12-04 18:08","Yes"
"2017-12-04 18:28","No"
"2017-12-04 18:48","No"
"2017-12-04 19:08","No"
"2017-12-04 19:28","No"
"2017-12-04 19:48","No"
"2017-12-04 20:08","Yes"
"2017-12-04 20:28","Yes"
"2017-12-04 20:48","Yes"
"2017-12-04 21:08","No"
"2017-12-04 21:28","No"
"2017-12-04 21:48","Yes"
"2017-12-04 22:08","Yes"
"2017-12-04 22:28","Yes"
"2017-12-04 22:48","Yes"
"2017-12-04 23:08","Yes"
"2017-12-04 23:28","No"
"2017-12-04 23:48","No"
"2017-12-05 00:08","No"
"2017-12-05 00:28","Yes"
"2017-12-05 00:48","Yes"
"2017-12-05 01:08","No"
"2017-12-05 01:28","No"
"2017-12-05 01:48","No"
"2017-12-05 02:08","Yes"
"2017-12-05 02:28","Yes"
"2017-12-05 02:48","No"
"2017-12-05 03:08","No"
"2017-12-05 03:28","Yes"
"2017-12-05 03:48","No"
"2017-12-05 04:08","No"
"2017-12-05 04:28","No"
"2017-12-05 04:48","No"
"2017-12-05 05:08","No"
"2017-12-05 05:28","Yes"
"2017-12-05 05:48","Yes"
"2017-12-05 06:08","Yes"
"2017-12-05 06:28","Yes"
"2017-12-05 06:48","No"
"2017-12-05 07:08","No"
"2017-12-05 07:28","No"
"2017-12-05 07:48","No"
"2017-12-05 08:08","No"
"2017-12-05 08:28","No"
"2017-12-05 08:48","No"
"2017-12-05 09:08","No"
"2017-12-05 09:28","No"
"2017-12-05 09:48","No"
"2017-12-05 10:08","No"
"2017-12-05 10:28","No"
"2017-12-05 10:48","No"
"2017-12-05 11:08","No"
"2017-12-05 11:28","No"
"2017-12-05 11:48","No"
"2017-12-05 12:08","No"
"2017-12-05 12:28","No"
"2017-12-05 12:48","Yes"
"2017-12-05 13:08","Yes"
"2017-12-05 13:28","No"
"2017-12-05 13:48","Yes"
"2017-12-05 14:08","No"
"2017-12-05 14:28","Yes"
"2017-12-05 14:48","No"
"2017-12-05 15:08","Yes"
"2017-12-05 15:28","No"
"2017-12-05 15:48","No"
"2017-12-05 16:08","Yes"
"2017-12-05 16:28","No"
"2017-12-05 16:48","No"
"2017-12-05 17:08","Yes"
"2017-12-05 17:28","Yes"
"2017-12-05 17:48","No"
"2017-12-05 18:08","Yes"
"2017-12-05 18:28","Yes"
"2017-12-05 18:48","No"
"2017-12-05 19:08","Yes"
"2017-12-05 19:28","Yes"
"2017-12-05 19:48","Yes"
"2017-12-05 20:08","No"
"2017-12-05 20:28","Yes"
"2017-12-05 20:48","Yes"
"2017-12-05 21:08","No"
"2017-12-05 21:28","No"
"2017-12-05 21:48","Yes"
"2017-12-05 22:08","Yes"
"2017-12-05 22:28","Yes"
"2017-12-05 22:48","No"
"2017-12-05 23:08","Yes"
"2017-12-05 23:28","No"
"2017-12-05 23:48","Yes"
"2017-12-06 00:08","No"
"2017-12-06 00:28","No"
"2017-12-06 00:48","Yes"
"2017-12-06 01:08","Yes"
"2017-12-06 01:28","Yes"
"2017-12-06 01:48","Yes"
"2017-12-06 02:08","Yes"
"2017-12-06 02:28","No"
"2017-12-06 02:48","No"
"2017-12-06 03:08","Yes"
"2017-12-06 03:28","No"
"2017-12-06 03:48","No"
"2017-12-06 04:08","No"
"2017-12-06 04:28","No"
"2017-12-06 04:48","No"
"2017-12-06 05:08","No"
"2017-12-06 05:28","No"
"2017-12-06 05:48","No"
"2017-12-06 06:08","No"
"2017-12-06 06:28","No"
"2017-12-06 06:48","No"
"2017-12-06 07:08","No"
"2017-12-06 07:28","No"
"2017-12-06 07:48","No"
"2017-12-06 08:08","No"
"2017-12-06 08:28","No"
"2017-12-06 08:48","No"
"2017-12-06 09:08","No"
"2017-12-06 09:28","No"
"2017-12-06 09:48","No"
"2017-12-06 10:08","No"
"2017-12-06 10:28","No"
"2017-12-06 10:48","Yes"
"2017-12-06 11:08","Yes"
"2017-12-06 11:28","Yes"
"2017-12-06 11:48","Yes"
"2017-12-06 12:08","Yes"
"2017-12-06 12:28","Yes"
"2017-12-06 12:48","Yes"
"2017-12-06 13:08","Yes"
"2017-12-06 13:28","No"
"2017-12-06 13:48","Yes"
"2017-12-06 14:08","No"
"2017-12-06 14:28","No"
"2017-12-06 14:48","No"
"2017-12-06 15:08","No"
"2017-12-06 15:28","No"
"2017-12-06 15:48","Yes"
"2017-12-06 16:08","Yes"
"2017-12-06 16:28","No"
"2017-12-06 16:48","No"
"2017-12-06 17:08","No"
"2017-12-06 17:28","Yes"
"2017-12-06 17:48","No"
"2017-12-06 18:08","Yes"
"2017-12-06 18:28","No"
"2017-12-06 18:48","Yes"
"2017-12-06 19:08","Yes"
"2017-12-06 19:28","Yes"
"2017-12-06 19:48","No"
"2017-12-06 20:08","No"
"2017-12-06 20:28","Yes"
"2017-12-06 20:48","Yes"
"2017-12-06 21:08","No"
"2017-12-06 21:28","No"
"2017-12-06 21:48","No"
"2017-12-06 22:08","Yes"
